disease	sampletype	gene_a	refseq_a	chr_a	position_a	gene_b	refseq_b	chr_b	position_b	Discordant_readcount	TARGET_CASE_ID	strand_a	strand_b
ALL	diagnosis			chr10	62462619	CTNNA3	NM_001127384	chr10	69060994	190	10-PAPJRR	-	-
ALL	diagnosis	DNM1P46	NR_003260	chr15	100339960	DNM1P46	NR_003260	chr15	100340460	10	10-PAPJRR	-	-
ALL	diagnosis	AP2B1	NM_001030006	chr17	34000310	AP2B1	NM_001030006	chr17	34001660	6	10-PAPJRR	+	-
ALL	diagnosis	LOXHD1	NM_001145472	chr18	44126507			chrY	13194019	3	10-PAPJRR	+	+
ALL	diagnosis	ARID1A	NM_006015	chr1	27057548			chr1	27992405	64	10-PARIKN	+	+
ALL	diagnosis	RANBP17	NM_022897	chr5	170673922			chr7	142490726	13	10-PARIKN	-	-
ALL	diagnosis	PTPRD	NM_001040712	chr9	8431774	CDKN2A	NM_000077	chr9	21969439	73	10-PARIKN	+	-
ALL	diagnosis	PTPRD	NM_002839	chr9	8795119			chr9	21706422	27	10-PARIKN	-	+
ALL	diagnosis	SLC24A2	NM_001193288	chr9	19728577			chr9	23231793	56	10-PARIKN	+	+
ALL	diagnosis	MLLT3	NM_004529	chr9	20384279	CDKN2A	NM_000077	chr9	21970747	15	10-PARIKN	+	+
ALL	diagnosis			chr10	125261338	BCCIP	NM_016567	chr10	127513076	9	10-PARIKN	+	+
ALL	diagnosis	WT1	NM_000378	chr11	32448162	WT1	NM_000378	chr11	32449965	67	10-PARIKN	-	-
ALL	diagnosis	MTUS2	NM_001033602	chr13	29752967			chr13	77082025	8	10-PARIKN	+	+
ALL	diagnosis	CTCF	NM_001191022	chr16	67628540			chr16	69591090	17	10-PARIKN	+	+
ALL	diagnosis	CROCC	NM_014675	chr1	17278450	CROCC	NM_014675	chr1	17280523	18	10-PARIPA	+	+
ALL	diagnosis	C1orf194	NM_001122961	chr1	109650647			chrX	51667072	8	10-PARIPA	+	-
ALL	diagnosis	AFF3	NM_001025108	chr2	100337733	AFF3	NM_001025108	chr2	100341011	3	10-PARIPA	-	+
ALL	diagnosis	SF3B1	NM_001005526	chr2	198294524	SF3B1	NM_001005526	chr2	198295345	6	10-PARIPA	+	-
ALL	diagnosis			chr4	80273850	LDLRAD3	NM_174902	chr11	36162587	17	10-PARIPA	+	-
ALL	diagnosis	ZNF451	NM_001031623	chr6	57018277	ZNF451	NM_001031623	chr6	57020226	6	10-PARIPA	-	+
ALL	diagnosis	AUTS2	NM_001127231	chr7	69561602	AUTS2	NM_001127231	chr7	69563687	3	10-PARIPA	+	-
ALL	diagnosis	PABPC1	NM_002568	chr8	101721982	PABPC1	NM_002568	chr8	101725043	6	10-PARIPA	+	+
ALL	diagnosis	BAI1	NM_001702	chr8	143583609			chr21	44682827	5	10-PARIPA	+	+
ALL	diagnosis	LRIT2	NM_001017924	chr10	85983259			chr12	105834887	7	10-PARIPA	+	+
ALL	diagnosis			chr11	33230308	HSF5	NM_001080439	chr17	56554298	8	10-PARIPA	-	-
ALL	diagnosis	ETV6	NM_001987	chr12	11847804	ETV6	NM_001987	chr12	11967787	303	10-PARIPA	+	+
ALL	diagnosis	ATP5S	NM_001003803	chr14	50791771	ATP5S	NM_001003803	chr14	50792685	6	10-PARIPA	+	-
ALL	diagnosis	SPTB	NM_000347	chr14	65288987	SPTB	NM_000347	chr14	65289092	74	10-PARIPA	-	+
ALL	diagnosis	TTLL5	NM_015072	chr14	76147201	TTLL5	NM_015072	chr14	76148318	6	10-PARIPA	+	-
ALL	diagnosis	ERF	NM_006494	chr19	42757695	TMEM145	NM_173633	chr19	42817687	140	10-PARIPA	+	+
ALL	diagnosis	GABPA	NM_002040	chr21	27113611	GABPA	NM_002040	chr21	27115076	7	10-PARIPA	-	+
ALL	diagnosis	RUNX1	NM_001754	chr21	36321082	RUNX1	NM_001754	chr21	36323010	3	10-PARIPA	-	+
ALL	diagnosis	ERG	NM_001136154	chr21	39766563	ERG	NM_001136154	chr21	39769249	3	10-PARIPA	+	-
ALL	diagnosis	MEAF6	NM_022756	chr1	37979738			chr1	39347672	90	10-PARRPK	+	+
ALL	diagnosis	RCSD1	NM_052862	chr1	167659102	ABL2	NM_001136000	chr1	179091715	55	10-PARRPK	+	-
ALL	diagnosis	ARL8B	NM_018184	chr3	5219886	EDEM1	NM_014674	chr3	5236684	113	10-PARRPK	+	+
ALL	diagnosis	LEF1	NM_001130713	chr4	109081296	LEF1	NM_001130713	chr4	109088419	105	10-PARRPK	+	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50412893			chr7	50484452	76	10-PARRPK	+	+
ALL	diagnosis			chr8	67026812	TRIM55	NM_033058	chr8	67042354	125	10-PARRPK	+	+
ALL	diagnosis			chr8	67623903	MCMDC2	NM_173518	chr8	67830233	31	10-PARRPK	+	+
ALL	diagnosis	CDKN2A	NM_058195	chr9	21975805	CDKN2B	NM_004936	chr9	22008302	202	10-PARRPK	+	+
ALL	diagnosis	CFAP70	NM_145170	chr10	75102738	VCL	NM_003373	chr10	75854890	4	10-PARRPK	+	+
ALL	diagnosis	NPAT	NM_002519	chr11	108092516	ATM	NM_000051	chr11	108122965	92	10-PARRPK	+	+
ALL	diagnosis	AMN1	NM_001113402	chr12	31840016			chr12	31882262	40	10-PARRPK	+	+
ALL	diagnosis			chr12	64960515	RASSF3	NM_178169	chr12	65005135	129	10-PARRPK	+	+
ALL	diagnosis	SOCS2	NM_003877	chr12	93968785			chr12	93972225	75	10-PARRPK	+	+
ALL	diagnosis			chr13	30996979	HMGB1	NM_002128	chr13	31035930	33	10-PARRPK	+	+
ALL	diagnosis	KIAA0226L	NM_025113	chr13	46959482			chr13	46964126	102	10-PARRPK	+	+
ALL	diagnosis	ABCA9	NM_080283	chr17	67035461	ABCA10	NM_080282	chr17	67223914	4	10-PARRPK	+	+
ALL	diagnosis	RNF125	NM_017831	chr18	29605979	RNF125	NM_017831	chr18	29621047	95	10-PARRPK	+	+
ALL	diagnosis	TCF4	NM_001083962	chr18	53255834			chr18	54238592	60	10-PARRPK	+	+
ALL	diagnosis	BZW2	NM_001159767	chr7	16721910	BZW2	NM_001159767	chr7	16722772	43	10-PASFGA	+	+
ALL	diagnosis	FRMPD1	NM_014907	chr9	37697529	ATXN8OS	NR_002717	chr13	70690930	86	10-PASFGA	-	+
ALL	diagnosis	TRPM3	NM_001007471	chr9	73572999			chr9	102075172	5	10-PASFGA	+	+
ALL	diagnosis			chr9	80724066	LPPR1	NM_017753	chr9	103990661	22	10-PASFGA	+	+
ALL	diagnosis	TEX10	NM_001161584	chr9	103090401	SNX30	NM_001012994	chr9	115632808	15	10-PASFGA	+	-
ALL	diagnosis	LPPR1	NM_017753	chr9	103952589			chr9	108853869	30	10-PASFGA	+	-
ALL	diagnosis	CTBP2	NM_001083914	chr10	126681877	CTBP2	NM_001083914	chr10	126683107	4	10-PASFGA	+	+
ALL	diagnosis			chr11	1162603	TSPEAR	NM_144991	chr21	46036976	4	10-PASFGA	+	+
ALL	diagnosis			chr11	1162614	TMPRSS2	NM_001135099	chr21	42847187	4	10-PASFGA	+	-
ALL	diagnosis	KDM5A	NM_001042603	chr12	413643	KDM5A	NM_001042603	chr12	423988	85	10-PASFGA	+	+
ALL	diagnosis			chr17	37915767	IKZF3	NM_012481	chr17	38018588	38	10-PASFGA	+	+
ALL	diagnosis			chr1	77685646	AK5	NM_012093	chr1	77775223	41	10-PAUXZX	+	+
ALL	diagnosis	TRAK2	NM_015049	chr2	202287700			chr21	18019091	55	10-PAUXZX	+	+
ALL	diagnosis	CDK15	NM_139158	chr2	202732180			chr2	203052975	95	10-PAUXZX	+	+
ALL	diagnosis			chr2	208031985	UNC80	NM_032504	chr2	210828664	105	10-PAUXZX	+	+
ALL	diagnosis			chr3	104396888	PRR4	NM_001098538	chr12	11250786	6	10-PAUXZX	-	+
ALL	diagnosis			chr7	50234308	IKZF1	NM_006060	chr7	50346012	43	10-PAUXZX	+	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50435185			chr7	50506775	114	10-PAUXZX	-	+
ALL	diagnosis	CROT	NM_001143935	chr7	86975349	ABCB1	NM_000927	chr7	87318153	18	10-PAUXZX	+	+
ALL	diagnosis	MTAP	NM_002451	chr9	21849096	CDKN2B	NM_004936	chr9	22008300	30	10-PAUXZX	+	+
ALL	diagnosis			chr9	21964438	CDKN2B	NM_004936	chr9	22008330	8	10-PAUXZX	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	37025659	ZCCHC7	NM_032226	chr9	37257772	37	10-PAUXZX	+	+
ALL	diagnosis	ABL1	NM_007313	chr9	133595458	ETV6	NM_001987	chr12	12026972	91	10-PAUXZX	-	-
ALL	diagnosis	ABL1	NM_007313	chr9	133595987			chr12	1760300	61	10-PAUXZX	+	+
ALL	diagnosis	LOC283177	NR_033852	chr11	134347908			chr11	134722001	6	10-PAUXZX	-	-
ALL	diagnosis			chr12	1778068	ADIPOR2	NM_024551	chr12	1861740	71	10-PAUXZX	+	+
ALL	diagnosis			chr13	44796248	TSC22D1	NM_006022	chr13	45010461	69	10-PAUXZX	+	+
ALL	diagnosis	HNRNPA1L2	NM_001011724	chr13	53196285	HNRNPA1L2	NM_001011724	chr13	53196828	24	10-PAUXZX	+	+
ALL	diagnosis	SNX29	NM_001080530	chr16	12189407	SNX29	NM_001080530	chr16	12287709	76	10-PAUXZX	+	+
ALL	diagnosis	GLOD4	NM_016080	chr17	668248			chr17	696716	16	10-PAUXZX	+	+
ALL	diagnosis	GMIP	NM_016573	chr19	19754179			chr19	19903034	11	10-PAUXZX	+	+
ALL	diagnosis			chr20	10415573	SLX4IP	NM_001009608	chr20	10456218	43	10-PAUXZX	+	+
ALL	diagnosis	ARHGEF6	NM_004840	chrX	135863325			chrX	135918032	34	10-PAUXZX	+	+
ALL	diagnosis			chr1	144551440	BCL9	NM_004326	chr1	147093694	13	10-PAIXPH	+	-
ALL	diagnosis	BCL9	NM_004326	chr1	147093822	MEF2D	NM_005920	chr1	156448545	73	10-PAIXPH	-	+
ALL	diagnosis			chr5	13371149	NOL4	NM_003787	chr18	31556687	13	10-PAIXPH	+	+
ALL	diagnosis	TRIO	NM_007118	chr5	14150313	PTPRD	NM_002839	chr9	10571346	68	10-PAIXPH	+	+
ALL	diagnosis	CDH12	NM_004061	chr5	21954292	BNC2	NM_017637	chr9	16810262	5	10-PAIXPH	+	+
ALL	diagnosis	MLANA	NM_005511	chr9	5896338			chr14	55949656	117	10-PAIXPH	+	-
ALL	diagnosis	TTC39B	NM_001168339	chr9	15299580	SYT16	NM_031914	chr14	62501615	96	10-PAIXPH	+	+
ALL	diagnosis	TSHR	NM_000369	chr14	81498154	OSBPL1A	NM_018030	chr18	21742718	60	10-PAIXPH	+	+
ALL	diagnosis	PRKCA	NM_002737	chr17	64799484	PITPNC1	NM_012417	chr17	65560751	57	10-PAIXPH	+	+
ALL	diagnosis	CEP85	NM_022778	chr1	26572001	RCC1	NM_001048194	chr1	28857900	71	10-PAIXSD	+	+
ALL	diagnosis			chr2	43386006	ZFP36L2	NM_006887	chr2	43453151	95	10-PAIXSD	+	+
ALL	diagnosis	FLNB	NM_001164317	chr3	57994345	FLNB	NM_001164317	chr3	58071858	18	10-PAIXSD	+	+
ALL	diagnosis	KIAA0825	NM_001145678	chr5	93698230	KIAA0825	NM_001145678	chr5	93698332	16	10-PAIXSD	-	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50412893	IKZF1	NM_006060	chr7	50463637	60	10-PAIXSD	+	+
ALL	diagnosis	CTCF	NM_001191022	chr16	67598307	CTCF	NM_001191022	chr16	67659625	69	10-PAIXSD	+	+
ALL	diagnosis	ERG	NM_001136154	chr21	39763933	ERG	NM_001136154	chr21	39811440	67	10-PAIXSD	+	+
ALL	diagnosis			chrX	2060044	DHRSX	NM_145177	chrX	2358480	9	10-PAIXSD	-	-
ALL	diagnosis	ADAR	NM_001025107	chr1	154580280			chr1	154615230	45	10-PAKKCA	+	+
ALL	diagnosis	LINC00486	NR_027098	chr2	33141287			chr2	154078858	19	10-PAKKCA	-	-
ALL	diagnosis	KLF7	NM_003709	chr2	207987574	KLF7	NM_003709	chr2	208028538	125	10-PAKKCA	+	+
ALL	diagnosis	ARL8B	NM_018184	chr3	5219886	EDEM1	NM_014674	chr3	5250453	77	10-PAKKCA	+	+
ALL	diagnosis			chr3	132273658	ACAD11	NM_032169	chr3	132378848	40	10-PAKKCA	+	+
ALL	diagnosis	BCL6	NM_001706	chr3	187462330	LPP	NM_001167671	chr3	187953624	69	10-PAKKCA	+	+
ALL	diagnosis	LEF1	NM_001130713	chr4	109062697	LEF1	NM_001130713	chr4	109088426	107	10-PAKKCA	+	+
ALL	diagnosis	PDGFRB	NM_002609	chr5	149508486	EBF1	NM_024007	chr5	158134536	92	10-PAKKCA	+	+
ALL	diagnosis			chr6	79185229	NKAIN2	NM_001040214	chr6	124279619	87	10-PAKKCA	-	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50412880	IKZF1	NM_006060	chr7	50463646	48	10-PAKKCA	+	+
ALL	diagnosis	SLC25A13	NM_001160210	chr7	95916438			chr7	96009520	116	10-PAKKCA	+	+
ALL	diagnosis	TOX	NM_014729	chr8	60031546			chr8	60249646	87	10-PAKKCA	+	+
ALL	diagnosis			chr8	67025825	TRIM55	NM_033058	chr8	67042316	68	10-PAKKCA	+	+
ALL	diagnosis	PTPRD	NM_002839	chr9	10563352			chr9	30324693	58	10-PAKKCA	+	+
ALL	diagnosis			chr9	21766554	CDKN2B-AS1	NR_003529	chr9	22080776	34	10-PAKKCA	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36951023	ZCCHC7	NM_032226	chr9	37284586	76	10-PAKKCA	-	+
ALL	diagnosis	WAC-AS1	NR_033805	chr10	28821258	WAC	NM_016628	chr10	28845776	53	10-PAKKCA	+	+
ALL	diagnosis	ARID2	NM_152641	chr12	46124828	ARID2	NM_152641	chr12	46228826	77	10-PAKKCA	+	+
ALL	diagnosis	RB1	NM_000321	chr13	48918628	RB1	NM_000321	chr13	48984017	46	10-PAKKCA	+	+
ALL	diagnosis	GABPB1	NM_002041	chr15	50646313	USP8	NM_001128610	chr15	50771839	36	10-PAKKCA	+	+
ALL	diagnosis	XBP1	NM_001079539	chr22	29195155			chr22	29207958	86	10-PAKKCA	+	+
ALL	diagnosis	KCNAB2	NM_003636	chr1	6152575	CAMTA1	NM_015215	chr1	7256457	56	10-PAKMJF	+	+
ALL	diagnosis			chr1	230597578	GNPAT	NM_014236	chr1	231378057	23	10-PAKMJF	+	+
ALL	diagnosis	IBTK	NM_015525	chr6	82941035			chr6	83093715	16	10-PAKMJF	+	+
ALL	diagnosis	MLLT10	NM_004641	chr10	21870240	NAP1L1	NM_004537	chr12	76442604	20	10-PAKMJF	-	+
ALL	diagnosis			chr11	79819670	ALKBH8	NM_138775	chr11	107386481	28	10-PAKMJF	+	+
ALL	diagnosis	FAM66C	NR_026788	chr12	8345984	ATF7IP	NM_018179	chr12	14605192	6	10-PAKMJF	+	+
ALL	diagnosis	CAB39L	NM_001079670	chr13	50005229			chr13	52037631	6	10-PAKMJF	+	+
ALL	diagnosis	SPRYD7	NM_001127482	chr13	50501413			chr13	80474085	27	10-PAKMJF	+	+
ALL	diagnosis	HEATR4	NM_203309	chr14	73987246	TTLL5	NM_015072	chr14	76155592	31	10-PAKMJF	+	+
ALL	diagnosis			chr3	73160305	BTRC	NM_003939	chr10	103124629	15	10-PAKSWW	+	-
ALL	diagnosis	CD200	NM_001004196	chr3	112053669			chr3	112218474	82	10-PAKSWW	+	+
ALL	diagnosis	MCMBP	NM_024834	chr10	121632346	SEC23IP	NM_007190	chr10	121692927	16	10-PAKSWW	+	+
ALL	diagnosis	STIP1	NM_006819	chr11	63957057	PLCB3	NM_000932	chr11	64036837	19	10-PAKSWW	+	+
ALL	diagnosis	STIP1	NM_006819	chr11	63957065	ESRRA	NM_004451	chr11	64073876	37	10-PAKSWW	+	+
ALL	diagnosis	TCF12	NM_003205	chr15	57294810	TCF12	NM_003205	chr15	57425496	89	10-PAKSWW	+	+
ALL	diagnosis			chr20	10415653	SLX4IP	NM_001009608	chr20	10456199	112	10-PAKSWW	+	+
ALL	diagnosis			chr1	158871267	PYHIN1	NM_152501	chr1	158902280	66	10-PAKYKZ	+	+
ALL	diagnosis			chr1	180196441	EEA1	NM_003566	chr12	93204328	13	10-PAKYKZ	+	-
ALL	diagnosis			chr1	180196526	ETV6	NM_001987	chr12	11934242	78	10-PAKYKZ	-	+
ALL	diagnosis	CLASP1	NM_001142273	chr2	122289520			chr2	122408067	22	10-PAKYKZ	+	+
ALL	diagnosis	PDSS2	NM_020381	chr6	107477923	FAM229B	NM_001033564	chr6	112410484	67	10-PAKYKZ	+	+
ALL	diagnosis			chr9	21893916	CDKN2A	NM_058195	chr9	21986167	25	10-PAKYKZ	+	+
ALL	diagnosis	ETV6	NM_001987	chr12	11944620	SLC38A2	NM_018976	chr12	46754041	82	10-PAKYKZ	+	-
ALL	diagnosis	ETV6	NM_001987	chr12	11904556	CEP290	NM_025114	chr12	88507811	66	10-PAKYKZ	+	+
ALL	diagnosis	CEP290	NM_025114	chr12	88508144	EEA1	NM_003566	chr12	93204364	31	10-PAKYKZ	+	+
ALL	diagnosis			chr12	92280334	BTG1	NM_001731	chr12	92538069	80	10-PAKYKZ	+	+
ALL	diagnosis			chr13	44811951	TSC22D1	NM_006022	chr13	45010458	76	10-PAKYKZ	+	+
ALL	diagnosis	CES3	NM_001185177	chr16	66999580			chr16	67696744	10	10-PAKYKZ	+	+
ALL	diagnosis	C2orf74	NM_001143960	chr2	61381976	USP34	NM_014709	chr2	61457177	23	10-PALIYC	-	-
ALL	diagnosis			chr7	9633120	PHF14	NM_014660	chr7	11013591	16	10-PALIYC	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36903989	PAX5	NM_016734	chr9	36967855	7	10-PALIYC	+	+
ALL	diagnosis	PUS1	NM_001002019	chr12	132418928			chr17	41401198	10	10-PALIYC	-	-
ALL	diagnosis			chr1	87327041	GBP1P1	NR_003133	chr1	89889700	5	10-PALKMM	+	+
ALL	diagnosis	SEP15	NM_004261	chr1	87379179			chr1	188657415	16	10-PALKMM	+	+
ALL	diagnosis	HS2ST1	NM_001134492	chr1	87385656			chr1	186189442	46	10-PALKMM	+	+
ALL	diagnosis			chr2	30396751	NRXN1	NM_001135659	chr2	51083415	69	10-PALKMM	+	-
ALL	diagnosis			chr1	239531653	LPIN1	NM_145693	chr2	11955441	56	10-PALKMM	+	+
ALL	diagnosis	GBP6	NM_198460	chr1	89850190			chr1	195389376	46	10-PALKMM	-	-
ALL	diagnosis			chr1	107134751	KCNT2	NM_198503	chr1	196363101	49	10-PALKMM	-	+
ALL	diagnosis			chr1	195684019	USH2A	NM_007123	chr1	216501241	71	10-PALKMM	+	+
ALL	diagnosis	SYCP1	NM_003176	chr1	115415883	LCLAT1	NM_001002257	chr2	30718297	37	10-PALKMM	+	-
ALL	diagnosis	SYCP1	NM_003176	chr1	115425946			chr1	194811332	49	10-PALKMM	-	-
ALL	diagnosis			chr1	116892192	CCNT2-AS1	NR_036549	chr2	135669283	12	10-PALKMM	+	+
ALL	diagnosis	PDE4DIP	NM_014644	chr1	144873223			chr12	82716341	17	10-PALKMM	-	-
ALL	diagnosis	PDE4DIP	NM_014644	chr1	144886121	SLC6A15	NM_001146335	chr12	85258776	40	10-PALKMM	+	+
ALL	diagnosis	SEC22B	NM_004892	chr1	145111701			chr1	219733016	46	10-PALKMM	-	+
ALL	diagnosis	HMCN1	NM_031935	chr1	185747349			chr1	219836390	40	10-PALKMM	+	+
ALL	diagnosis	HMCN1	NM_031935	chr1	186087524	NRXN1	NM_001135659	chr2	51061476	22	10-PALKMM	-	+
ALL	diagnosis			chr1	188686744	TM7SF3	NM_016551	chr12	27147786	65	10-PALKMM	-	+
ALL	diagnosis	CDC73	NM_024529	chr1	193121764			chr2	52912983	35	10-PALKMM	+	-
ALL	diagnosis	KCNT2	NM_198503	chr1	196379655			chr2	53684125	19	10-PALKMM	+	+
ALL	diagnosis	CRB1	NM_001193640	chr1	197323950	LINC00486	NR_027098	chr2	33141285	12	10-PALKMM	-	+
ALL	diagnosis	USH2A	NM_007123	chr1	216477313	LCLAT1	NM_001002257	chr2	30714083	15	10-PALKMM	-	-
ALL	diagnosis	TGFB2	NM_001135599	chr1	218523211			chr2	222834021	47	10-PALKMM	+	+
ALL	diagnosis	CHRM3	NM_000740	chr1	239868932			chr2	21889004	26	10-PALKMM	-	-
ALL	diagnosis	LPIN1	NM_145693	chr2	11962605			chr2	221801393	16	10-PALKMM	+	+
ALL	diagnosis	LCLAT1	NM_001002257	chr2	30715913			chr2	53683436	52	10-PALKMM	-	-
ALL	diagnosis	NRXN1	NM_001135659	chr2	51061440			chr12	68434171	30	10-PALKMM	+	-
ALL	diagnosis	EPHA4	NM_004438	chr2	222356247			chr2	222493592	34	10-PALKMM	+	-
ALL	diagnosis	KCNIP4	NM_025221	chr4	21830542	SNTG1	NM_018967	chr8	51370834	45	10-PALKMM	+	-
ALL	diagnosis			chr4	31905659	TXK	NM_003328	chr4	48104333	39	10-PALKMM	-	+
ALL	diagnosis	APBB2	NM_001166050	chr4	40977881	DHRS7B	NM_015510	chr17	21064157	15	10-PALKMM	+	-
ALL	diagnosis	APBB2	NM_001166050	chr4	40977898			chr4	105798030	7	10-PALKMM	+	-
ALL	diagnosis			chr4	105798004	DHRS7B	NM_015510	chr17	21063936	31	10-PALKMM	+	+
ALL	diagnosis			chr6	19944055	KIAA0125	NR_026800	chr14	106385362	10	10-PALKMM	-	+
ALL	diagnosis			chr7	10130545	CALN1	NM_031468	chr7	71872918	7	10-PALKMM	-	-
ALL	diagnosis	UBE2H	NM_003344	chr7	129493351	SORCS1	NM_001013031	chr10	108833635	6	10-PALKMM	-	-
ALL	diagnosis	KANSL1	NM_001193465	chr17	44282786	KANSL1	NM_001193465	chr17	44286275	10	10-PALKMM	-	-
ALL	diagnosis	ZNF565	NM_001042474	chr19	36705306			chr19	37019968	55	10-PALKMM	+	+
ALL	diagnosis			chrX	154487113	RAB39B	NM_171998	chrX	154492197	50	10-PALKMM	+	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50412819	IKZF1	NM_006060	chr7	50463685	10	10-PALUAH	+	+
ALL	diagnosis	CDKN2A	NM_000077	chr9	21973625	CDKN2B	NM_004936	chr9	22008302	62	10-PALUAH	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36877954	ZNF521	NM_015461	chr18	22808493	128	10-PALUAH	-	-
ALL	diagnosis			chr12	92278186	BTG1	NM_001731	chr12	92538064	68	10-PALUAH	+	+
ALL	diagnosis	PUS1	NM_001002019	chr12	132418883			chr17	41401153	23	10-PALUAH	-	-
ALL	diagnosis			chr13	41119257	FOXO1	NM_002015	chr13	41238026	21	10-PALUAH	+	+
ALL	diagnosis	RNF157	NM_052916	chr17	74180317			chr17	74256765	28	10-PALUAH	+	+
ALL	diagnosis	ZNF521	NM_015461	chr18	22808426			chr18	33292521	52	10-PALUAH	-	-
ALL	diagnosis			chrX	44627008	KDM6A	NM_021140	chrX	44733778	40	10-PALUAH	+	+
ALL	diagnosis	GAB1	NM_002039	chr4	144288374	GAB1	NM_002039	chr4	144392311	64	10-PALULW	+	+
ALL	diagnosis	SUN3	NM_001030019	chr7	48034851			chr21	44682683	4	10-PALULW	+	+
ALL	diagnosis	PAG1	NM_018440	chr8	81955084	PAG1	NM_018440	chr8	82017539	138	10-PALULW	+	+
ALL	diagnosis	PAG1	NM_018440	chr8	81955084			chr8	82046103	14	10-PALULW	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36965795	PAX5	NM_016734	chr9	36970332	143	10-PALULW	-	-
ALL	diagnosis	AP1G1	NM_001030007	chr16	71830431			chr16	71919666	80	10-PALULW	+	+
ALL	diagnosis	TMPRSS2	NM_001135099	chr21	42845174	TMPRSS2	NM_001135099	chr21	42864684	6	10-PALULW	+	+
ALL	diagnosis	RYR2	NM_001035	chr1	237566103	RYR2	NM_001035	chr1	237566207	16	10-PALZVV	-	+
ALL	diagnosis	SNTG2	NM_018968	chr2	1255464			chr21	43005756	4	10-PALZVV	+	+
ALL	diagnosis	NAA50	NM_025146	chr3	113440782	NAA50	NM_025146	chr3	113441750	39	10-PALZVV	+	+
ALL	diagnosis	FOLH1	NM_001014986	chr11	49204900			chrM	16164	3	10-PALZVV	+	+
ALL	diagnosis			chr16	229330	HBQ1	NM_005331	chr16	230909	20	10-PALZVV	+	+
ALL	diagnosis	MAEA	NM_001017405	chr4	1324113			chr15	81857632	7	10-PAMXHJ	+	+
ALL	diagnosis	GPBP1	NM_001127235	chr5	56485997	GAPDH	NM_002046	chr12	6647534	6	10-PAMXHJ	+	-
ALL	diagnosis			chr8	144016844	GNAS-AS1	NR_002785	chr20	57405493	7	10-PAMXHJ	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36973145			chr11	112229139	3	10-PAMXHJ	+	-
ALL	diagnosis			chr16	52846740	RBL2	NM_005611	chr16	53469786	160	10-PAMXHJ	-	+
ALL	diagnosis	ZNF423	NM_015069	chr16	49583023	GNAO1	NM_020988	chr16	56361589	338	10-PAMXHJ	-	-
ALL	diagnosis	ZNF423	NM_015069	chr16	49615846			chr16	61483295	234	10-PAMXHJ	+	+
ALL	diagnosis			chr16	52936186	CES5A	NM_001190158	chr16	55960884	15	10-PAMXHJ	+	-
ALL	diagnosis	CHD9	NM_025134	chr16	53256804	PLCB1	NM_015192	chr20	8353212	66	10-PAMXHJ	-	-
ALL	diagnosis			chr3	34838059	ARPP21	NM_016300	chr3	35819482	49	10-PAMXSP	-	+
ALL	diagnosis	EBF1	NM_024007	chr5	158437886			chr5	158528076	6	10-PAMXSP	+	+
ALL	diagnosis			chr9	27849109	XPO6	NM_015171	chr16	28136910	61	10-PAMXSP	-	+
ALL	diagnosis			chr9	30144687	SHB	NM_003028	chr9	38062304	29	10-PAMXSP	+	+
ALL	diagnosis	GRID1	NM_017551	chr10	88015347	SORCS1	NM_001013031	chr10	108396052	31	10-PAMXSP	+	+
ALL	diagnosis	ADD3	NM_001121	chr10	111768609	ADD3	NM_001121	chr10	111868793	39	10-PAMXSP	+	+
ALL	diagnosis	RUNX1	NM_001754	chr21	36418787			chr21	36422664	93	10-PAMXSP	+	+
ALL	diagnosis	ZFR	NM_016107	chr5	32391780	FBXO15	NM_001142958	chr18	71793422	74	10-PANCVR	-	-
ALL	diagnosis	MEF2C	NM_001131005	chr5	88170737			chr5	142974997	20	10-PANCVR	+	+
ALL	diagnosis	GPR98	NM_032119	chr5	90065494			chr5	142620654	39	10-PANCVR	+	-
ALL	diagnosis			chr5	95834792	TRPM6	NM_001177310	chr9	77361924	101	10-PANCVR	-	-
ALL	diagnosis	ARHGAP26	NM_001135608	chr5	142570875	ARHGAP26	NM_001135608	chr5	142571390	79	10-PANCVR	-	+
ALL	diagnosis	ARHGAP26	NM_001135608	chr5	142571401			chr5	144766678	79	10-PANCVR	+	-
ALL	diagnosis	PAG1	NM_018440	chr8	82022589			chr8	82056566	59	10-PANCVR	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	37001864	PAX5	NM_016734	chr9	37006316	994	10-PANCVR	-	-
ALL	diagnosis	PRR5L	NM_001160167	chr11	36331220	CACNA1C	NM_000719	chr12	2547089	7	10-PANCVR	+	+
ALL	diagnosis	FBXO15	NM_001142958	chr18	71792959	FBXO15	NM_001142958	chr18	71793422	17	10-PANCVR	-	-
ALL	relapse			chr2	133032057	MAN1A1	NM_005907	chr6	119558710	6	10-PANCVR	+	-
